ID;CONF;SAMPLE;SIZE;Acum..Pasante;PRESION;APEX;SOLIDO
15;5;34;69.183;93.96;1.6;12;50
15;5;35;79.433;95.4;1.6;12;50
15;5;36;91.201;96.58;1.6;12;50
15;5;37;104.713;97.52;1.6;12;50
15;5;38;120.226;98.24;1.6;12;50
15;5;39;138.038;98.77;1.6;12;50
15;5;40;158.489;99.13;1.6;12;50
15;5;41;181.97;99.36;1.6;12;50
15;5;42;208.93;99.5;1.6;12;50
15;5;43;239.883;99.57;1.6;12;50
15;5;44;275.423;99.57;1.6;12;50
15;5;45;316.228;99.57;1.6;12;50
15;5;46;363.078;99.57;1.6;12;50
15;5;47;416.869;99.57;1.6;12;50
15;5;48;478.63;99.6;1.6;12;50
15;5;49;549.541;99.68;1.6;12;50
15;5;50;630.957;99.77;1.6;12;50
